sel_phenotype,biomolecular,co_phenotype,institution,# of shared individuals,# of shared significant biomolecules (adjusted),co_phecode,shared_biomolecules,p_value
Alzheimer's disease,Omega-3 fatty acids,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,ACE,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Linoleic acid,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Neutrophil collagenase,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,TOM1-like protein 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,M-phase inducer phosphatase 2,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Adhesion G-protein coupled receptor F1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,CUB and zona pellucida-like domain-containing protein 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Selenoprotein S,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Omega-6 fatty acids,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Polyunsaturated fatty acids,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Docosahexaenoic acid,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total esterified cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of large LDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of IDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in very small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total fatty acids,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in very small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in large LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Saturated fatty acids,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in medium LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phosphatidylcholines,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in very small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of medium LDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in large LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Monounsaturated fatty acids,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in small LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in small LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in IDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in IDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total free cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in medium LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phosphoglycerides,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in IDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in small LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in very small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in IDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of small LDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total cholines,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in medium LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,LDL cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in large LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in IDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in very small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of very small VLDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,VLDL cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in large LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in large LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Average diameter for HDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in medium LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in large LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in medium LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,HDL cholesterol,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in very large HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in IDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in medium LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in small LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in small LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in medium VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in small LDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,CNKSR1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Stromelysin-1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Uncharacterized protein C14orf93,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Apolipoprotein E,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,RAC-beta serine/threonine-protein kinase,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Vacuolar protein sorting-associated protein 29,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Dual specificity protein phosphatase 26,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Neuralized-like protein 4,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Histone-lysine N-methyltransferase 2C,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Protocadherin beta-10,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cadherin-related family member 5,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Platelet-activating factor acetylhydrolase,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cell surface glycoprotein CD200 receptor 2,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Quinone oxidoreductase-like protein 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Pregnancy-specific beta-1-glycoprotein 5,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Steroidogenic acute regulatory protein_mitochondrial,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Amyloid beta A4 precursor protein-binding family B member 2,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Collectin-10,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Dermokine,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cytoskeleton-associated protein 2,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Proteasome activator complex subunit 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Annexin A9,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Guanine nucleotide-binding protein G(k) subunit alpha,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,RING finger protein 122,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Hemoglobin subunit theta-1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Tumor necrosis factor receptor type 1-associated DEATH domain protein,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Surfeit locus protein 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Histone deacetylase 8,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Ski-like protein,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Pseudokinase FAM20A,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Disintegrin and metalloproteinase domain-containing protein 11,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Heme oxygenase 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,sphingomyelin (d18:1/17:0_d17:1/18:0_d19:1/16:0),Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,behenoyl sphingomyelin (d18:1/22:0)*,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,sphingomyelin (d18:2/23:0_d18:1/23:1_d17:1/24:1)*,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,sphingomyelin (d18:1/22:1_d18:2/22:0_d16:1/24:1)*,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Sphingomyelins,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in small HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of small VLDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in very small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in small HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in medium VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in medium VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in small VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total triglycerides,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Average diameter for LDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in medium VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in small HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in medium VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of medium VLDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in small HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in medium VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in chylomicrons and extremely large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of large VLDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in medium HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in small HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in medium HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in medium HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in medium HDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of medium HDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Phospholipids in very large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Growth factor receptor-bound protein 7,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Ubiquitin carboxyl-terminal hydrolase 21,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Sodium-coupled monocarboxylate transporter 1,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Repulsive guidance molecule A,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Interferon-induced protein with tetratricopeptide repeats 2,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Furin,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Valine--tRNA ligase,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in chylomicrons and extremely large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in very large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesterol in very large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Free cholesterol in very large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in very large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Cholesteryl esters in very large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Concentration of very large VLDL particles,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Total lipids in chylomicrons and extremely large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Triglycerides in chylomicrons and extremely large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
